en,om
"Six people, including multiple elected officials, are arrested on charges of fraud for allegedly attempting to rig the 2013 New York City mayoral election.","Namoonni ja'a, aangawoota filaman garagaraa dabalatee, filannoo kantiibaa Magaalaa Niwu Yoork bara 2015 waliin dhahuuf yaaluun yakka waliin dhahuun shakkamanii hidhaman."
"During a press conference held on Thursday, Oromia Regional State Tourism Bureau stated that 50,000 runners and several elite athletes are expected to participate in the event.","Ibsa gaazexeessitootaaf gaafa kamisa kennameen ,fiigdonni 50,000 fi atileetotni gameeyyiin qophicha irratti ni hirmaatu jedhamee eegama jechuun Biiroon Tuurizimii Oromiyaa ibseera."
"“At the onset, the works were not sustainable in solving the problems to the required extent due to lack of awareness and vastness of the water shade to be covered,” he said.","""Jalqaba irratti, daafii hubannoo dhabuu fi guddana qaama bishaanii uwwifamuu qabuutiin hojileen rakkoo hanga barbaadame furuu keessatti itti fufoo"" jedheera."
"Prime Minister Abiy Ahmed called on the people of Ethiopia to duplicate the milestones achieved in the planning and implementation of the annual green legacy initiative in various sectors, facilitating Ethiopia’s inevitable prosperity.",Ministeerri Muummee Abiy Ahimad milkoomina karoora fi hojiirra oolmaa ashaaraa magaariisaa waggaa sektara hedduu keessatti bira ga'ame dachaan dabaluu fi badhaadhina carraa egeree Itoophiyaa ta'e mijeessuuf waamicha uummata Itoophiyaaf dabarsan.
The Canadian Security Intelligence Service warns of possible attacks within Canada due to the presence of Al-Qaeda affiliated groups in the country.,Tajaajilli Intaliijansii Nageenyaa Kanaadaa sababa gareen Al-Qaa'idaa waliin hidhata qabu biyyattii keessa jiruuf haleellaan biyya Kanaadaa keessatti tahuu akka malu akeekkachiise.
Shangtex Holding Co. Ltd has signed a lease agreement with the Ethiopian Industrial Parks Development Corporation to invest at Bole Lemmi II Industrial Park.,Dhaabbatni Shaangiteks Co. Ltd Korporeeshinii Ijaarsa Paarkiiwwan Industirii Itoophiyaa waliin Paarkii Industirii Boolee Lammii II tti dhangalaasuuf walii galtee liizii mallatteesse.
"In rugby league, the Australian-based National Rugby League takes over control of the Gold Coast Titans following five current players being charged with supplying cocaine.","Liigii rabgii keessatti, Liigiin Rabgii Biyyaalessaa Awustiraaliyaa taphattoonni Goold Koost Taayitaan ammaa shan kokeenii dhiyeessuu hordofee to'annoo irraa fudhate."
"Antifa militants, far-right groups, and pro-Confederacy groups clash at Stone Mountain, near the city of Stone Mountain, Georgia.","Joorjiyaa naannoo magaalaa 'Istoon Maawunteen' kessatti hidhattoonni Antifaa,gareen mirga fagoo fi gareen deeggartoota Confedereeshinii walitti bu'an."
Facebook inadvertently disabled some users' accounts when a system designed to detect fake accounts malfunctioned.,Feesbuukiin yeroo sirni adda-baastuu sobaa tokko akka malee dalage utuu karoora malee adda-baastuu fayyadamtoota tokko tokkoo uggure.
"Deputy Prime Minister Demeke Mekonnen has held discussion with Director General of the World Health Organization (WHO), Dr Tedros Adhanom.","Itti aanaa Muummee Ministeeraa Dammaqee Mekonnin Daarikteera Waliigalaa Dhaabbata Fayyaa Addunyaa (WHO), Dr Teedroos Adhaanom waliin marii geggeessan."
"The American Cancer Society recommends women at average risk of breast cancer should begin annual mammograms at age 45, and women 55 and older scale back screening to every other year.","Hawaasni Kaanserii Ameerikaa dubartoonni kaanserii harmaaf balaa giddugaleessaa irra jiran umrii waggaa 45'tti qorannoo maamogiraafii waggaatti tokkoo eegaluu akka qaban, akkasumas dubartoonni waggaa 55 fi isaa olii gara waggaa tokko gidduun oolchaa qoratamuutti akka gadi buusan gorse."
"David Cameron, the Prime Minister of the United Kingdom, refuses to join a European Union financial crisis accord after negotiations in Brussels.","Deevid Kaameruun, Muummichi Ministeeraa Yuunaayitid Kiingidem, mariilee Biruuzels keessatti ta'e booda seera waliigaltee jeeqama faayinaansii Gamtaa Awurooppaatti akka hin makamne dide."
Association football team FC Barcelona ends its 111-year history of refusing commercial shirt sponsorship as it signs a record £125 million deal with the Qatar Foundation.,Waldaan garee kubbaa miilaa FC Baarceloonaa Faawundeeshinii Qaatar wajjin waliigaltee seenaa miliyoona £125 mallatteessuun seenaa diddaa ispoonsara qomee daldalaa waggaa 111 xumure.
"Zerfie Mersha, environmental technology director with LIDI, told The Reporter that the acceptable amount of chrome in water waste is 2 mg per liter but most Ethiopian tanneries discharge high concentration of chrome as high as more than 90 mg of chrome per liter.","Zarfee Marshaa, daayirekterri teekinooloojii naannoo LIDI, Ripportetichatti hangi keemikaala kiroomii bishaan balfaa keessaa fudhatama qabu liitiriidhaan 2 mg garuu warshaaleen gogaa Itoophiyaa harki caaluu bulbula keemikaala kiroomii olaanaa hanga liitiriidhaan90 mg ga'u dabalu jechuun himteetti.."
"The system has been supporting agriculture by developing soil fertility maps for more than 18,000 rural kebeles in the country and providing up-to-date soil fertility data as well as recommending the best type of fertilizer for soil in each region, Tegbaru said.","Sirnichi kaartaalee gabbina biyyee gandoota baadiyyaa 18,000 olii biyyicha keessaa qopheesuun daataa gabbina biyyee yeroo yeroonii dhiyeesuufii gosa xaa'oo gaarii tokkoo tokkoo biyyee naannichaaf tahus gorsa kennuun qonnaa deggeraa akka ture, Tagibaaruun dubbate."
"The money Care will receive from the federal government will be spent on meeting the immediate humanitarian needs of drought-affected families in the West Hararghe zone of Oromiya state, he said.","Maallaqi Keer mootummaa federaalaa irraa argatu fedhii namoomaa battalaa maatiiwwan zoonii Harargee Lixaa Naannoo Oromoyaa keessaa guutuuf baasii taha, jedhe."
A suicide bomber attacks a charity in the Kabul suburb of Shāre Naw with the Taliban claiming responsibility.,Haleellaa boombiin of wareeguun godhamu kan qarqara Kaabul Sheer Naawu keessatti hojjetaa tola ooltummaa tokko haleele Taalibaan itti gaafatamummaa fudhate.
"The 100km-long road, stretching from Ethiopia’s Asosa town to Sudan’s Kumruk (Kormuk), will enhance trade relations as well as social ties between the two countries.","Daandii 100-km dheeratu, Asoosaaa Itoophiyaatii ka'ee Kumuruk(kormuuk) sudaan kan ga'u, walitti dhufeenya daldalaa akkasumas hidhaa hawaasa biyya lameenii ni foyyeessa."
"Genet is a painter, a collage artist and a printmaker, who creates her own paper from natural fibers including teff.","Gennet fakkii kaastuu, artistii kolaajii fi qopheessituu maxxansaa, kan waraqaa ofii ishee xaafii dabalatee faayiberii uumamaa irraa uumteedha."
Colombia evacuates towns near the Nevado del Ruiz volcano over concerns about a possible eruption.,Kolombiyaan magaalota naannoo volkaanoo Nevaadoo del Ruwiiz jiran sababa waa'ee yaaddoo dhuka'uu maluuf gara nagaa qabutti baaste.
Iraq is terrorised by unconfirmed reports of extremists crushing the skulls of emos with blocks of cement.,Oduu hin mirkanoofne kan namoonni finxaaleeyyin buqqee mataa Imoos bilookeetii simintootin cabsan jedhuun Iraaq shororkofteetti.
The Greek Navy's mine countermeasures vessel HS Kallisto is cut in two in a collision with a container ship.,"Dooniin albuuda humna ittisa bishaanirraa Giriik, Kaallistoo HS doonii fe'umsaa waliin walitti bu'uu isaatiin bakka lamatti adda bahe."
The Ethiopian Petroleum Supply Enterprise (EPSE) is the sole government body for the importation of petroleum products while the Ministry of Trade sets retail petroleum prices upon the recommendations of the enterprise.,"Interpiraayiziin Dhiyeessii Peetrooliyemii Itoopiyaa (EPSE) qaama mootummaa tokkicha oomisha peetrooliyemii biyyatti galchuudha, Ministeerri daldalaa gorsawwan interpiraayichaa irratti hundaa'uun gatii jumlaa peetroliyeemii ni baasa."
"The Morganza Spillway on the Mississippi River has been opened for the first time in 37 years, deliberately flooding 3,000 square miles of rural Louisiana to save most of Baton Rouge and New Orleans.",Hidhni finca'aa Laga Missisippii irratti argamu Baatan Rooj fi Niw Oorliins baraaruuf jecha erga waggaa 37ti as yeroo jalqabaaf gad-dhiifamuun gandi baadiyyaa Looziyaana iskuweer maayilii 3000 ta'u lolaan dhiqame.
"During his stay in Ethiopia, he will also attend Food Safety Conference organized by the African Union, World Health Organization and World Food Program that will begin next Tuesday.","Turtii isaa Itoophiyaa keessatti, konfiraansii Fayyummaa Nyaataa Gamtaa Afiriikaa, Dhaabbata Fayyaa Adunyaa fi Sagantaa Nyaataa Adunyaatin qindaa'ee Kibxata dhufu eegalu ni hirmaata,"
"ohn O’Connor, Director of African Operations at IOHK, expressed his eagerness to harness Ethiopia’s greatest attributes and discover solutions using technology of lower cost, more efficiency and functionality, leapfrogging the traditional usage of technology.","Ohon Okonor, IOHKtti Daayirekterri hojiiwwan Afiriikaa, duudhawwan gurguddoo Itoophiyaa eegachiisu fi teekinooloojii gatii gadi-bu'aa, bu'a qabeessaa fi faayida caalaa qabu, fayyadamaa tekinooloojii aadaa dhabamsiisu fayyadamuun furmaata barbaaduuf hedduu hawwiin eeguu isaanii ibsan."
"The social media pages of Qedamawi feature Ethiopian patriots such as Emperor Menelik, Ras Alula and those that fought the Adwa war reimagined as superheroes.","Fuulli miidiyaa hawaasaa Qedaamaawwii gootota Itoopiyaa kanneen akka Mooticha Minilik, Raas Aluulaa fi warreen lola Aduwaa lolan akka gootota cimootti irraa deebiin yaadachiisuun dhiyeessa."
"Yellow fever epidemic has occurred in Wolayita Zone of the SNNPR, according to Ethiopian Public Health Institute.","Weerarri dhukkuba busaa keelloo Zoonii Wolaayittaa SNNPR keessa mudate, akka Inistitiyuutiin Fayyaa Hawaasaa Itoopiyaa jedhetti."
"Eddie Maher, who spent almost 20 years as a fugitive in the United States, is jailed for five years for stealing a security van containing £1.2m in Suffolk, England.","Yunaaytid Isteetis keessatti koolu galtummaan waggoota 20 kan jiraate Edii Maher Ingiliz ,Sanfolk keessatti konkolaataa Vaanii kan qaama nageenyaa ta'e miliyoona £1.2 waliin hatuu isaatiin hidha wagga shaniin adabame."
"Burkina Faso culls 115,000 chickens over a bird flu scare.",Burikinaafaasoon sababa sodaa dhibee utalloo sinbiraatiin handaqqolee biyyattii 115000 qaluufi.
"In a press conference held today, State Minister of Minisry of Helath Alemtsehay Paulos said the country has resumed evaluation and certification of health care professionals which was stopped due to the pandemic.","Ibsa miidiyaa har'a godhame keessatti, Deettaan Ministeeraa Ministirii Eegumsa Fayyaa Alemtsehaay Phaawuloos biyyattiin Madaalli fi Waraqaa ragaa argachuu Ogeessota yaala Fayyaa sababa weerarichaa dhaabatee ture itti fufsiistetti jette."
"According to Ambassador Asminew, Ethiopian forces are also given additional responsibility to train Somali forces to establish a strong national army that can conduct operations independently.","Marichi, guyyoota ja'aaf geggeeffame, Dr. Debrtsiyoon Gebiremikaa'eliin akka itti aanaa dura ta'aa jaarmiyichaati filateeras."
"American film actor and producer Kirk Douglas, one of the last living movie stars of the Golden Age of Hollywood, celebrates his 100th birthday.",Urjiilee baroota warqii Hooliwuud dhumaa kessaa tokko kan kanta'e taatoon fiilmii Ameerikaa fi Prodiyusara kan ta'e Kiirk Daagilas guyyaa waggaa dhalootaa 100ffaa isaa ni kabaja.
"Kassahun noted that the policy would enable the country to conquer its challenges as biotechnology plays important role in enhancing productivity, reducing climate change, improving health, and bringing about economic growth.","Kaasahun imaammatichi biyyattin rakkoowwan ishee akka injifattuf akkuma baayootekinooloojiin shoora olaanaa omishtummaa guddisuu keessatti, jijjjirama qilleensaa hir'isuu keessatti, fayyaa foyyeessuu, fi guddina dingadee fiduu keessatti taphatuun ni dandeessisa jechuun ibseera."
"In addition, the launch of Ethiosat will offer Ethiopians a larger offering of both local and relevant international content in the future.","Dabalataan, jalqabsiifamuun Itiyoosaat lammiiwwan Itoopiyaa lamaan qabiyyee naannoo guddaa tahee fi fuulduratti ammoo addunyaalessaa barbaachisaa tahe akka argatan godha."
"The agreement was signed between Solomon Kebede, Head of the Federal Urban Land and Land Related Issues Registration Agency, and his Korean counterpart Biki Chaw.",Waliigaltechi dura-ta'aa Ejensii galmeessa lafa magaalaa fi dhimmoota lafaan walqabatanii federaalaa Solomoon Kabbadaa fi gita isaanii kooriyaa Bikii Chaaw gidduutti mallattaa'e.
"The newly established Japan-Korea-Ethiopia Friendship Association held a concert in Tokyo, Japan, with the view to strengthening the people-to-people relationship among the countries.","Waldaan Michummaa Jaappaan-Kooriyaa-Itoopiyaa haaraan hundeeffame konsertii hariiroo ummataa gara ummataa biyyoota kunneenii gidduutti guddisuuf kaayyaffefate Tookiyoo, Jaappaan keessatti geggeesse."
"According to this outlet, ‘Broos has challenged his side to “do everything to get six points” from back-to-back matches against Ethiopia as the qualifiers enter top gear.’","akka dubbi himaa isaniitti,tapha deebii Itiyoophiyaa waliin qabuun ""biruus gareen isaa qabxii 6 argachuuf waa hunda akka godhu"" xiiqeffachiseera ,akkuma mo'ataan garee olii seentutti."
"According to Wordy, “Ethiopia has the natural resources to generate all the clean energy it needs and to decouple its economy from the fluctuating prices and unsustainable nature of the oil-based economy.”","Akka Woorditti, ""Itoophiyaan anniisaa barbaachisu hunda maddisiisuf akkasumas diinagdee jeeqamaa fi itti fufaa hin taane kan boba'a irratti hundaa'e dachaan dabaluuf qabeenya uumama qabdi."
"Ethiopia will participate for the first time at the 2019 Cannes Film Festival in the African Pavilion, Tourism Ethiopia announced.",Itoopiyaan yeroo jalqabaaf Festivaala Fiilmii Kaannes 2019 irratti Paviloon Afrikaa keessatti akka hirmaattu Tuurizim Itoopiyaan beeksise
David Saint-Jacques becomes the fourth Canadian astronaut to take part in a spacewalk and the first in 12 years as he begins a roughly seven-hour mission.,Deevid Seeyint-Jakkus imala hawaa irraa irratti hirmaachuun astiroonotii Kanaadaa afuraffaa akkasumas ergama tilmaamaan sa'atii 7 tahu jalqabuu isaatiin waggaa 12 keessatti kan jalqabaa tahe.
"Almazbek Atambayev, the newly elected President of Kyrgyzstan, states that a lease for a United States air base in Manas will not be renewed when it expires in 2014.","Almaazbeek Atambaayev, Pirasdaantiin Kaazaakistaan inni haaraan filatame, waliigalteen kiraa buufata humna qilleensaa Yunaayitid Isteetis yeroo bara 2014 keessa xumuramu irra deebiin akka hin haaromfamne ibse.."
The Korea Forest Service has been expanding collaboration with Ethiopia to restore degraded forests through sustainable agroforestry.,Tajaajilli Bosonaa Kooriyaa bosonoota manca'an agiroofoorestirii walitti fufaan deebisuuf Itoopiyaa wajjin walta'iinsa isaa bal'isaa tureera.
